Modulo;Data;Funcao;Status;Descricao
VBA;12/01/2021 10:22:39;AUTOMA플O RUMO;Processando;INICIANDO PROCESSAMENTO GERAL
VBA;12/01/2021 10:22:39;PROCESSA_ARQUIVOS;Processando;INICIANDO PROCESSAMENTO DE INFORMA합ES
VBA;12/01/2021 10:22:39;Move_Pendentes;Processando;Iniciando Processamento de Arquivos
VBA;12/01/2021 10:22:39;Move_Pendentes;Processando;Movendo Arquivos para a pasta Pendentes
VBA;12/01/2021 10:22:40;Move_Pendentes;Processando;Movendo Arquivo PASTA 2 - 12-01.xlsx
VBA;12/01/2021 10:22:40;Processa_ARquivos;Processando;Processando arquivo [C:\PROJETOS\GOBI\COFCO\2020\Dezembro\Pasta02\Pendentes\PASTA 2 - 12-01.xlsx]
VBA;12/01/2021 10:22:40;IMPORTA_DADOS;Processando;INICIANDO IMPORTA플O DE INFORMA합ES
VBA;12/01/2021 10:22:42;FILTRA_CNPJ;Processando;INICIANDO FILTRO DE INFORMA합ES
VBA;12/01/2021 10:29:20;AUTOMA플O RUMO;Processando;INICIANDO PROCESSAMENTO GERAL
VBA;12/01/2021 10:29:20;PROCESSA_ARQUIVOS;Processando;INICIANDO PROCESSAMENTO DE INFORMA합ES
VBA;12/01/2021 10:29:20;Move_Pendentes;Processando;Iniciando Processamento de Arquivos
VBA;12/01/2021 10:29:20;Move_Pendentes;Processando;Movendo Arquivos para a pasta Pendentes
VBA;12/01/2021 10:29:20;Move_Pendentes;Processando;Movendo Arquivo PASTA 2 - 12-01.xlsx
VBA;12/01/2021 10:29:20;Processa_ARquivos;Processando;Processando arquivo [C:\PROJETOS\GOBI\COFCO\2020\Dezembro\Pasta02\Pendentes\PASTA 2 - 12-01.xlsx]
VBA;12/01/2021 10:29:20;IMPORTA_DADOS;Processando;INICIANDO IMPORTA플O DE INFORMA합ES
VBA;12/01/2021 10:32:24;FILTRA_CNPJ;Processando;INICIANDO FILTRO DE INFORMA합ES
VBA;12/01/2021 10:33:40;FILTRA_CNPJ;Sucesso;FINALIZANDO FILTRO DE INFORMA합ES
VBA;12/01/2021 10:33:40;IMPORTA_DADOS;Sucesso;INICIANDO IMPORTA플O DE INFORMA합ES
VBA;12/01/2021 10:33:40;Processa_ARquivos;Sucesso;Processando arquivo [C:\PROJETOS\GOBI\COFCO\2020\Dezembro\Pasta02\Pendentes\PASTA 2 - 12-01.xlsx]
VBA;12/01/2021 10:33:40;AUTOMA플O RUMO;Sucesso;FINALIZANDO PROCESSAMENTO GERAL
VBA;12/01/2021 10:56:32;AUTOMA플O RUMO;Processando;INICIANDO PROCESSAMENTO GERAL
VBA;12/01/2021 10:56:32;PROCESSA_ARQUIVOS;Processando;INICIANDO PROCESSAMENTO DE INFORMA합ES
VBA;12/01/2021 10:56:32;Move_Pendentes;Processando;Iniciando Processamento de Arquivos
VBA;12/01/2021 10:56:32;Move_Pendentes;Processando;Movendo Arquivos para a pasta Pendentes
VBA;12/01/2021 10:56:32;Move_Pendentes;Processando;Movendo Arquivo 2 - TRO - Embarque Ferro Rumo - NOVO_09_13_PASTA 2 - 12-01.xlsx
VBA;12/01/2021 10:56:32;Processa_ARquivos;Processando;Processando arquivo [C:\PROJETOS\GOBI\COFCO\2020\Dezembro\Pasta02\Pendentes\2 - TRO - Embarque Ferro Rumo - NOVO_09_13_PASTA 2 - 12-01.xlsx]
VBA;12/01/2021 10:56:32;IMPORTA_DADOS;Processando;INICIANDO IMPORTA플O DE INFORMA합ES
VBA;12/01/2021 10:56:50;FILTRA_CNPJ;Processando;INICIANDO FILTRO DE INFORMA합ES
VBA;12/01/2021 10:57:56;FILTRA_CNPJ;Sucesso;FINALIZANDO FILTRO DE INFORMA합ES
VBA;12/01/2021 10:57:56;IMPORTA_DADOS;Sucesso;INICIANDO IMPORTA플O DE INFORMA합ES
VBA;12/01/2021 10:57:56;Processa_ARquivos;Sucesso;Processando arquivo [C:\PROJETOS\GOBI\COFCO\2020\Dezembro\Pasta02\Pendentes\2 - TRO - Embarque Ferro Rumo - NOVO_09_13_PASTA 2 - 12-01.xlsx]
VBA;12/01/2021 10:57:56;AUTOMA플O RUMO;Sucesso;FINALIZANDO PROCESSAMENTO GERAL
VBA;12/01/2021 10:58:28;AUTOMA플O RUMO;Processando;INICIANDO PROCESSAMENTO GERAL
VBA;12/01/2021 10:58:28;PROCESSA_ARQUIVOS;Processando;INICIANDO PROCESSAMENTO DE INFORMA합ES
