Modulo;Data;Funcao;Status;Descricao
VBA;03/02/2021 09:12:20;GERA_FILEUP;Processando;Gerando PLANILHA PARA O CNPJ []
VBA;03/02/2021 09:12:20;GERA_FILEUP;Processando;Gerando PLANILHA PARA O CNPJ []
VBA;03/02/2021 09:12:20;IMPORTA_DADOS;Sucesso;Não Existem dados para Expedição
VBA;03/02/2021 09:12:22;ABRE_ARQUIVOS;Sucesso;MOVENDO ARQUIVOS PARA A PASTA PENDENTES
VBA;03/02/2021 09:12:22;AUTOMAÇÃO HIDROVIAS - HIDRO;Sucesso;FINALIZANDO PROCESSAMENTO GERAL
VBA;03/02/2021 09:19:44;AUTOMAÇÃO HIDROVIAS - HIDRO;Processando;INICIANDO PROCESSAMENTO GERAL
VBA;03/02/2021 09:19:44;Move_Pendentes;Processando;Iniciando Processamento de Arquivos
VBA;03/02/2021 09:19:44;Move_Pendentes;Processando;Movendo Arquivos para a pasta Pendentes
VBA;03/02/2021 09:19:44;Move_Pendentes;Processando;Movendo Arquivo PASTA 13-hidro - 01-02 (1).xlsx
VBA;03/02/2021 09:19:44;Move_Pendentes;Falha;76 - Caminho não localizado
VBA;03/02/2021 09:19:44;Move_Pendentes;Falha;76 - Caminho não localizado
VBA;03/02/2021 09:19:44;Move_Pendentes;Falha;52 - Nome ou número de arquivo incorreto
VBA;03/02/2021 09:19:44;ABRE_ARQUIVOS;Processando;MOVENDO ARQUIVOS PARA A PASTA PENDENTES
VBA;03/02/2021 09:19:44;IMPORTA_DADOS;Processando;IMPORTANDO INFORMAÇÕES DO ARQUIVO [C:\PROJETOS\GOBI\COFCO\2021\HIDRO2\PENDENTES\PASTA 13-hidro - 01-02 (1).xlsx]
VBA;03/02/2021 09:19:46;IMPORTA_DADOS;Processando;COPIANDO INFORMAÇÕES DA PLANILHA [ETC_Expedição_Hidro]
VBA;03/02/2021 09:19:48;IMPORTA_DADOS;Sucesso;COPIANDO INFORMAÇÕES DA PLANILHA [ETC_Expedição_Hidro]
VBA;03/02/2021 09:19:48;IMPORTA_DADOS;Processando;COPIANDO INFORMAÇÕES DA PLANILHA [TUP_Recepção_Hidro]
VBA;03/02/2021 09:19:49;IMPORTA_DADOS;Sucesso;COPIANDO INFORMAÇÕES DA PLANILHA [TUP_Recepção_Hidro]
VBA;03/02/2021 09:19:49;IMPORTA_DADOS;Processando;EFETUANDO AJUSTES NA PLANILHA
VBA;03/02/2021 09:19:50;IMPORTA_DADOS;Processando;ATUALIZANDO PIVOT TABLES
VBA;03/02/2021 09:19:50;IMPORTA_DADOS;Sucesso;ATUALIZANDO PIVOT TABLES
VBA;03/02/2021 09:19:50;IMPORTA_DADOS;Sucesso;IMPORTANDO INFORMAÇÕES DO ARQUIVO [C:\PROJETOS\GOBI\COFCO\2021\HIDRO2\PENDENTES\PASTA 13-hidro - 01-02 (1).xlsx]
VBA;03/02/2021 09:19:50;GERA_FILEUP;Processando;Gerando PLANILHA PARA O CNPJ [006315338021116]
VBA;03/02/2021 09:19:50;MONTA_LAYOUT_FILEUP;Processando;Gerando modelo de layout FILEUP
VBA;03/02/2021 09:19:52;MONTA_LAYOUT_FILEUP;Sucesso;Gerando modelo de layout FILEUP
VBA;03/02/2021 09:19:56;GERA_FILEUP;Processando;Gerando PLANILHA PARA O CNPJ [006315338021116]
VBA;03/02/2021 09:19:56;IMPORTA_DADOS;Sucesso;Não Existem dados para Expedição
VBA;03/02/2021 09:19:58;ABRE_ARQUIVOS;Sucesso;MOVENDO ARQUIVOS PARA A PASTA PENDENTES
VBA;03/02/2021 09:19:58;AUTOMAÇÃO HIDROVIAS - HIDRO;Sucesso;FINALIZANDO PROCESSAMENTO GERAL
VBA;03/02/2021 09:20:49;AUTOMAÇÃO HIDROVIAS - HIDRO;Processando;INICIANDO PROCESSAMENTO GERAL
VBA;03/02/2021 09:20:49;Move_Pendentes;Processando;Iniciando Processamento de Arquivos
VBA;03/02/2021 09:20:49;Move_Pendentes;Processando;Movendo Arquivos para a pasta Pendentes
VBA;03/02/2021 09:20:49;Move_Pendentes;Processando;Movendo Arquivo PASTA 13-hidro - 01-02 (1).xlsx
VBA;03/02/2021 09:20:49;Move_Pendentes;Falha;76 - Caminho não localizado
VBA;03/02/2021 09:20:49;Move_Pendentes;Falha;76 - Caminho não localizado
VBA;03/02/2021 09:20:49;Move_Pendentes;Falha;52 - Nome ou número de arquivo incorreto
VBA;03/02/2021 09:20:49;ABRE_ARQUIVOS;Processando;MOVENDO ARQUIVOS PARA A PASTA PENDENTES
VBA;03/02/2021 09:20:49;IMPORTA_DADOS;Processando;IMPORTANDO INFORMAÇÕES DO ARQUIVO [C:\PROJETOS\GOBI\COFCO\2021\HIDRO2\PENDENTES\PASTA 13-hidro - 01-02 (1).xlsx]
VBA;03/02/2021 09:20:50;IMPORTA_DADOS;Processando;COPIANDO INFORMAÇÕES DA PLANILHA [ETC_Expedição_Hidro]
VBA;03/02/2021 09:20:52;IMPORTA_DADOS;Sucesso;COPIANDO INFORMAÇÕES DA PLANILHA [ETC_Expedição_Hidro]
VBA;03/02/2021 09:20:52;IMPORTA_DADOS;Processando;COPIANDO INFORMAÇÕES DA PLANILHA [TUP_Recepção_Hidro]
VBA;03/02/2021 09:20:53;IMPORTA_DADOS;Sucesso;COPIANDO INFORMAÇÕES DA PLANILHA [TUP_Recepção_Hidro]
VBA;03/02/2021 09:20:53;IMPORTA_DADOS;Processando;EFETUANDO AJUSTES NA PLANILHA
VBA;03/02/2021 09:20:54;IMPORTA_DADOS;Processando;ATUALIZANDO PIVOT TABLES
VBA;03/02/2021 09:20:54;IMPORTA_DADOS;Sucesso;ATUALIZANDO PIVOT TABLES
VBA;03/02/2021 09:20:54;IMPORTA_DADOS;Sucesso;IMPORTANDO INFORMAÇÕES DO ARQUIVO [C:\PROJETOS\GOBI\COFCO\2021\HIDRO2\PENDENTES\PASTA 13-hidro - 01-02 (1).xlsx]
VBA;03/02/2021 09:20:54;GERA_FILEUP;Processando;Gerando PLANILHA PARA O CNPJ [006315338021116]
VBA;03/02/2021 09:20:54;MONTA_LAYOUT_FILEUP;Processando;Gerando modelo de layout FILEUP
VBA;03/02/2021 09:20:56;MONTA_LAYOUT_FILEUP;Sucesso;Gerando modelo de layout FILEUP
VBA;03/02/2021 09:21:00;GERA_FILEUP;Processando;Gerando PLANILHA PARA O CNPJ [006315338021116]
VBA;03/02/2021 09:21:00;IMPORTA_DADOS;Sucesso;Não Existem dados para Expedição
VBA;03/02/2021 09:21:02;ABRE_ARQUIVOS;Sucesso;MOVENDO ARQUIVOS PARA A PASTA PENDENTES
VBA;03/02/2021 09:21:02;AUTOMAÇÃO HIDROVIAS - HIDRO;Sucesso;FINALIZANDO PROCESSAMENTO GERAL
